course_id,title,description,credits,geneds
AMST655,Introduction to Museum Scholarship,"Provides students a basic understanding of museums as cultural and intellectual institutions. Topics include the historical development of museums, museums as resources for scholarly study, and the museum exhibition as medium for presentation of scholarship.",3,
AMST698,Directed Readings in American Studies,,3,
AMST798,Non-Thesis Research,,1,
AMST799,Master's Thesis Research,,1,
AMST856,Museum Research Seminar,A research seminar focusing on the practice and presentation of cultural and historical scholarship in museums and historical sites. Students will complete an original research project on the challenges and opportunities of public exhibition and interpretation of cultural and historical research.,3,
AMST857,Museum Scholarship Practicum,"Students devise and carry out a research program using the collections at the Smithsonian Institution or some other cooperating museum, working under joint supervision of a museum professional and a university faculty member.",3,
AMST878A,American Studies Pedagogy Mentoring; Mentoring for First Year Teaching in American Studies,,1,
AMST878B,American Studies Pedagogy Mentoring; Mentoring for Second Year Teaching in American Studies,,1,
AMST878C,American Studies Pedagogy Mentoring; Mentoring for Third Year Teaching in American Studies,,1,
AMST898,Pre-Candidacy Research,,1,
AMST899,Doctoral Dissertation Research,,6,
ANSC101,Principles of Animal Science,"A comprehensive overview of the application of biology in the care and use of animals that live in close association with humans including food animals, companion animals, lab animals, zoo animals, etc. The role of science in modern food production using animals will be emphasized.",3,
